cid,rhealth,raceth,fem,pfem,sprhealth,marstrain,simx,simy,marhappy
466,Excellent,nh-white,0,0,4,-1.5,22.736183,7.4488358,1.5
466,Very Good,nh-white,0,0,5,-1.5,19.071453,5.0935187,1.5
468,Very Good,nh-white,0,0,3,-.25,20.929148,3.5313327,.25
468,Good,nh-white,0,0,4,-.25,18.43885,2.3225746,.25
469,Very Good,nh-white,1,0,5,-1.5,20.596748,4.4680767,1.5
469,Excellent,nh-white,0,1,4,-1.5,20.099764,5.2459331,1.5
470,Very Good,nh-white,1,1,4,-1.75,20.98317,5.8300171,1.75
470,Very Good,nh-white,1,1,4,-1.5,20.898331,6.6861224,1.5
471,Good,nh-white,0,0,3,-1.75,18.248005,3.6624353,1.75
471,Good,nh-white,0,0,3,-1.5,18.023489,6.3759837,1.5
472,Good,nh-white,1,1,1,-.75,17.597775,5.2468338,.75
472,Poor,nh-white,1,1,3,-.25,14.061986,.63076705,.25
474,Very Good,nh-white,1,0,4,-.75,19.09128,3.0035965,.75
474,Very Good,hispanic,0,1,4,-1.5,21.285378,2.0368648,1.5
475,Good,nh-white,1,1,4,-2,18.53392,5.6311646,2
475,Very Good,nh-white,1,1,3,-2,20.575432,1.871398,2
476,Poor,nh-white,1,0,3,-1.25,11.9251,.78651911,1.25
476,Good,nh-white,0,1,1,-.75,16.459951,-1.007028,.75
478,Very Good,nh-white,1,0,4,-1.5,18.551462,4.4497848,1.5
478,Very Good,nh-white,0,1,4,-1.75,21.696262,5.7110004,1.75
479,Very Good,nh-white,1,0,3,-2,19.436195,5.6779876,2
479,Good,nh-white,0,1,4,-1,18.465305,.96766889,1
480,Good,nh-white,1,1,4,-1.25,17.788565,3.986196,1.25
480,Very Good,nh-white,1,1,3,-1.25,20.923868,2.8962891,1.25
481,Very Good,nh-white,1,1,4,-1,19.16515,2.6077957,1
481,Very Good,nh-white,1,1,4,-1.5,18.56745,3.788517,1.5
482,Excellent,nh-mixed,0,0,4,-1.5,23.443846,5.5089607,1.5
482,Very Good,nh-white,0,0,5,-.75,19.526423,2.4057574,.75
483,Good,nh-black,1,0,5,-1.75,15.835258,4.7572546,1.75
483,Excellent,nh-black,0,1,3,-1.75,22.905708,6.207634,1.75
484,Excellent,nh-white,1,1,3,-.75,24.985674,5.4607363,.75
484,Good,hispanic,1,1,5,-.25,16.523024,4.414752,.25
485,Good,nh-white,0,0,3,-1.75,16.917944,2.6127887,1.75
485,Good,nh-white,0,0,3,0,17.162594,-.014157311,0
486,Good,nh-white,0,0,3,-1,17.065361,2.5281143,1
486,Good,nh-white,0,0,3,-1.25,16.123756,4.5384598,1.25
488,Very Good,nh-white,0,0,3,-.75,18.956152,3.4859631,.75
488,Good,nh-white,0,0,4,-1.5,19.968615,7.547348,1.5
489,Fair,hispanic,1,0,4,0,14.781451,1.6902407,0
489,Very Good,hispanic,0,1,2,-.25,22.500616,4.0446787,.25
490,Poor,nh-white,1,1,2,-1,13.813465,-.41510352,1
490,Fair,nh-white,1,1,1,-2,13.37213,.85037577,2
494,Very Good,nh-white,1,0,5,-2,21.787882,5.1689839,2
494,Excellent,hispanic,0,1,4,-1,20.288546,2.3215666,1
495,Poor,nh-white,1,0,4,-.5,13.384997,-1.6233917,.5
495,Very Good,nh-white,0,1,1,-.75,17.880035,4.990798,.75
496,Good,nh-white,1,0,2,-.75,16.571585,4.5862932,.75
496,Fair,nh-white,0,1,3,-.75,13.854726,1.3997808,.75
499,Fair,nh-white,1,0,4,-1.25,16.584356,3.7465122,1.25
499,Very Good,nh-white,0,1,2,-1.5,20.918352,5.4919982,1.5
500,Good,nh-white,1,0,4,-1.25,16.299709,1.3611463,1.25
500,Very Good,nh-white,0,1,3,-1.25,21.123913,2.4162524,1.25
501,Good,nh-white,1,1,4,-1.5,16.019886,1.1880355,1.5
501,Very Good,nh-native american,1,1,3,-1.25,20.131107,3.5202899,1.25
503,Good,nh-white,1,1,3,-1.75,14.671595,1.3465831,1.75
503,Good,nh-white,1,1,3,-2,18.430803,3.0667109,2
505,Excellent,nh-white,1,1,3,-1.5,23.242086,5.6925678,1.5
505,Good,nh-white,1,1,5,-1.75,19.536798,3.9448524,1.75
506,Very Good,nh-white,1,1,4,-.75,22.792191,4.1545315,.75
506,Very Good,nh-white,1,1,4,-.25,19.678625,2.5998855,.25
507,Good,hispanic,1,1,4,-.25,16.460011,5.7440023,.25
507,Very Good,nh-black,1,1,3,-.25,20.616137,3.8133674,.25
508,Good,nh-white,1,1,3,-1.25,17.720964,6.0931683,1.25
508,Good,nh-white,1,1,3,0,19.659666,3.1035175,0
510,Good,nh-white,1,0,2,-1.25,18.198605,2.4013045,1.25
510,Fair,nh-white,0,1,3,-1,13.792253,4.1217284,1
511,Very Good,nh-white,1,0,4,-1.75,20.612463,4.4824772,1.75
511,Very Good,nh-asian,0,1,4,-2,22.87767,2.4701316,2
512,Good,nh-white,1,1,2,-.5,18.168734,4.2035279,.5
512,Fair,nh-white,1,1,3,-.5,13.727708,2.5931408,.5
513,Poor,nh-white,1,0,4,-.5,12.323475,2.2200506,.5
513,Very Good,nh-white,0,1,1,-.75,21.313728,2.2039366,.75
516,Good,nh-white,1,1,4,-2,19.322908,2.5819626,2
516,Very Good,nh-white,1,1,3,-1.75,19.275091,2.7383046,1.75
517,Poor,nh-white,1,0,3,.25,13.146098,.93551928,-.25
517,Good,nh-white,0,1,1,1.5,17.440882,2.9126561,-1.5
518,Good,nh-white,1,1,3,-1.5,16.717119,.25776085,1.5
518,Good,nh-white,1,1,3,.75,15.532244,3.3880553,-.75
519,Very Good,nh-white,1,1,3,-1.5,18.795937,4.348002,1.5
519,Good,nh-white,1,1,4,-1.5,17.805099,3.0980482,1.5
520,Fair,nh-white,1,1,3,-1.5,15.533395,5.9411149,1.5
520,Good,nh-white,1,1,2,-1.25,18.865646,-1.1118461,1.25
522,Excellent,nh-white,1,1,3,-2,24.755716,6.0821667,2
522,Good,nh-white,1,1,5,-2,15.234193,1.8413708,2
523,Very Good,nh-white,1,1,3,-1.5,19.250179,2.0345776,1.5
523,Good,nh-white,1,1,4,-1.25,16.403818,2.1868558,1.25
525,Excellent,nh-white,1,1,4,-2,22.722797,1.6239882,2
525,Very Good,nh-mixed,1,1,5,-.5,23.090811,4.0249624,.5
527,Good,nh-white,1,0,4,-1.25,17.542164,3.7006674,1.25
527,Very Good,nh-white,0,1,3,-1,19.939936,2.7858033,1
528,Very Good,nh-white,1,0,3,-1.5,15.164876,3.3342452,1.5
528,Good,nh-white,0,1,4,-1.25,17.689899,3.0184808,1.25
530,Very Good,nh-white,1,0,5,-1.5,19.760159,3.1989021,1.5
530,Excellent,nh-white,0,1,4,-1,22.275692,4.939218,1
532,Very Good,nh-white,1,0,5,-1.75,20.466022,3.7216854,1.75
532,Excellent,nh-white,0,1,4,-1.25,22.653725,3.7764056,1.25
534,Good,nh-white,1,0,2,-1.75,17.682175,.9630006,1.75
534,Fair,nh-white,0,1,3,-1.5,13.894291,1.2676519,1.5
535,Fair,nh-white,1,1,2,-1,13.902391,1.1277168,1
535,Fair,nh-white,1,1,2,-1.75,14.88318,3.0733895,1.75
536,Good,nh-white,0,0,3,-1.25,20.56636,3.2251055,1.25
536,Good,nh-white,0,0,3,-1.75,16.945808,3.4345369,1.75
537,Very Good,nh-white,1,1,4,-2,18.481279,2.7005749,2
537,Very Good,nh-white,1,1,4,-2,23.023722,4.8180704,2
538,Excellent,nh-white,1,1,4,-2,20.37961,4.6791816,2
538,Very Good,nh-white,1,1,5,-2,16.135529,2.787576,2
540,Excellent,nh-white,0,0,4,-1.5,26.404905,4.6792121,1.5
540,Very Good,nh-white,0,0,5,-2,21.786373,3.8714256,2
541,Very Good,nh-white,1,1,4,-1.75,20.371025,3.3882122,1.75
541,Very Good,nh-white,1,1,4,-2,20.752094,4.1318417,2
542,Very Good,nh-white,1,1,3,-2,20.083307,3.5878556,2
542,Good,nh-white,1,1,4,-2,17.122217,4.1307235,2
544,Excellent,nh-asian,1,1,5,-.75,22.987473,4.685163,.75
544,Excellent,nh-white,1,1,5,-1.75,20.075823,5.8248639,1.75
546,Very Good,nh-white,0,0,5,-2,23.663792,3.3772287,2
546,Excellent,nh-white,0,0,4,-1.5,20.899334,2.1231174,1.5
548,Very Good,nh-white,1,1,3,-1,20.267,3.3954489,1
548,Good,nh-white,1,1,4,-2,18.968964,4.6980882,2
549,Very Good,nh-white,1,1,2,-1.25,19.991812,3.1469469,1.25
549,Fair,nh-white,1,1,4,-.25,13.039078,.39779779,.25
550,Very Good,nh-white,0,0,3,-1.75,18.788181,2.1008847,1.75
550,Good,nh-white,0,0,4,-1.25,18.015493,3.07318,1.25
551,Excellent,nh-asian,1,1,3,-1.5,23.663055,4.4959097,1.5
551,Good,nh-mixed,1,1,5,-1.75,18.165989,4.7537613,1.75
552,Excellent,nh-white,1,1,4,-1.25,23.975269,6.7682204,1.25
552,Very Good,nh-white,1,1,5,-1.5,19.674587,4.1473961,1.5
553,Good,nh-white,1,1,3,-2,20.090059,-.31122538,2
553,Good,nh-white,1,1,3,-2,19.617079,2.0512116,2
554,Poor,nh-white,1,0,3,-1.5,8.9335632,1.226357,1.5
554,Good,nh-white,0,1,1,-.5,14.296806,1.7074403,.5
555,Very Good,nh-white,0,1,3,-1.75,19.99695,4.7251353,1.75
555,Good,nh-mixed,1,0,4,-2,17.628916,1.4177624,2
556,Very Good,nh-white,1,0,3,-.75,19.637508,5.0189972,.75
556,Good,nh-white,0,1,4,-.5,14.822664,1.6799686,.5
557,Good,nh-white,1,0,5,-1.5,17.885311,1.6154706,1.5
557,Excellent,nh-white,0,1,3,-2,22.271261,4.2584319,2
559,Excellent,nh-mixed,0,1,4,-2,23.52533,4.9830847,2
559,Very Good,nh-white,1,0,5,-1.25,19.461695,7.6493993,1.25
561,Very Good,nh-white,0,0,5,-2,20.083355,4.0724945,2
561,Excellent,nh-white,0,0,4,-1.5,24.650795,4.5077972,1.5
562,Good,nh-asian,0,0,4,-1,14.703688,.30798364,1
562,Very Good,nh-white,0,0,3,-.25,18.463583,4.2732487,.25
564,Excellent,nh-white,0,0,4,-1,24.060013,9.0389318,1
564,Very Good,nh-white,0,0,5,-1,19.158968,5.1748567,1
566,Excellent,nh-white,1,0,3,-1.75,24.436407,4.8022161,1.75
566,Good,nh-white,0,1,5,-.75,19.842258,1.576703,.75
567,Very Good,hispanic,0,0,3,-1.5,19.752897,3.931586,1.5
567,Good,nh-white,0,0,4,-.75,18.10672,4.7781515,.75
568,Excellent,nh-white,0,0,4,-1.25,20.531736,3.3280363,1.25
568,Very Good,nh-white,0,0,5,-1.25,20.587196,5.1704688,1.25
569,Good,nh-white,0,0,4,-1,17.604502,1.5662779,1
569,Very Good,nh-white,0,0,3,-.75,22.311184,4.2341671,.75
570,Poor,nh-other,1,1,2,-.75,10.957849,1.2325709,.75
570,Fair,nh-white,1,1,1,0,16.411495,2.9793069,0
572,Good,nh-white,0,1,4,-1,17.318136,1.6298664,1
572,Very Good,nh-white,1,0,3,-1.25,21.326757,2.7035818,1.25
573,Very Good,nh-white,1,1,3,-2,21.018669,5.8148174,2
573,Good,nh-white,1,1,4,-.75,20.065796,3.9263871,.75
574,Good,nh-mixed,1,0,3,-2,17.304939,2.066067,2
574,Good,nh-white,0,1,3,-1.75,16.928686,2.9439447,1.75
575,Very Good,nh-white,1,1,3,-1.5,18.441689,.90754217,1.5
575,Good,nh-white,1,1,4,0,18.001072,2.7152116,0
576,Good,nh-other,1,1,4,.5,14.692554,5.4170957,-.5
576,Very Good,nh-black,1,1,3,.25,20.800386,4.092617,-.25
577,Very Good,nh-white,0,0,3,0,19.349607,4.5259285,0
577,Good,hispanic,0,0,4,-1,18.624577,2.5118442,1
579,Very Good,nh-white,1,1,2,-1.75,19.408524,5.8750629,1.75
579,Fair,nh-white,1,1,4,-.75,14.840704,3.3136561,.75
581,Fair,nh-white,1,0,1,.25,14.236899,2.9253364,-.25
581,Poor,nh-white,0,1,2,-.5,12.81349,.092627242,.5
582,Very Good,nh-black,1,1,3,-1.5,21.911154,2.154279,1.5
582,Good,nh-black,1,1,4,-.5,16.931763,3.0217817,.5
584,Good,nh-black,0,1,3,-1.5,17.888985,4.1864758,1.5
584,Good,nh-other,1,0,3,-1,14.664479,2.1617997,1
585,Good,nh-white,1,0,2,2,19.757156,2.1060519,-2
585,Fair,nh-white,0,1,3,.25,16.045099,2.1813953,-.25
586,Good,nh-white,0,1,3,-1.25,17.347088,2.8501399,1.25
586,Good,nh-white,1,0,3,-2,18.094261,4.2826343,2
587,Very Good,nh-white,0,0,4,-1.75,18.367161,6.0253654,1.75
587,Very Good,nh-white,0,0,4,-1.75,20.728304,1.8393543,1.75
588,Fair,nh-white,1,0,3,-1.75,15.545869,2.2295346,1.75
588,Good,nh-white,0,1,2,-1.75,19.549997,5.0378551,1.75
589,Poor,nh-white,1,1,4,-.75,14.366719,2.3749921,.75
589,Very Good,nh-white,1,1,1,-1.25,21.605616,5.1893177,1.25
590,Good,hispanic,1,1,3,-2,14.161785,2.1937377,2
590,Good,nh-white,1,1,3,-2,16.288591,1.9161913,2
593,Very Good,nh-white,1,1,5,-.5,18.727699,6.6321611,.5
593,Excellent,nh-white,1,1,4,-.75,21.096815,9.6561289,.75
594,Fair,nh-white,0,1,5,-1.25,13.449575,1.708663,1.25
594,Excellent,nh-asian,1,0,2,-1.75,23.856514,5.5797582,1.75
597,Very Good,nh-white,1,1,3,-1,21.068766,3.2069566,1
597,Good,nh-white,1,1,4,.25,16.848484,5.7450061,-.25
598,Very Good,nh-asian,1,0,4,-1,20.319752,5.8806667,1
598,Very Good,nh-white,0,1,4,-1.5,22.358414,5.8033552,1.5
600,Good,nh-white,1,0,2,-1.5,20.690685,.21088354,1.5
600,Fair,nh-white,0,1,3,-1.75,12.641858,2.7379971,1.75
601,Very Good,nh-white,1,1,3,-1.25,19.039564,5.9698148,1.25
601,Good,nh-white,1,1,4,-2,17.067141,.063281693,2
602,Very Good,nh-white,1,1,4,-2,21.824158,3.9149234,2
602,Very Good,nh-white,1,1,4,-1.5,22.790344,2.1684439,1.5
603,Very Good,nh-white,1,1,2,-1.5,19.392317,5.5192432,1.5
603,Fair,nh-white,1,1,4,-1.25,15.437211,1.4921986,1.25
604,Excellent,nh-white,0,1,4,-1.5,21.639717,4.1025996,1.5
604,Very Good,nh-white,1,0,5,-1.5,21.080551,6.0984569,1.5
605,Good,nh-white,1,1,5,-2,19.540993,1.8724658,2
605,Excellent,nh-white,1,1,3,-2,25.634699,7.2732382,2
606,Excellent,nh-white,1,1,4,-1.25,21.569742,6.5261512,1.25
606,Very Good,nh-black,1,1,5,0,20.320206,3.3930545,0
609,Very Good,nh-white,0,0,4,-2,21.940691,4.3097558,2
609,Very Good,nh-white,0,0,4,-2,18.827036,4.6016412,2
611,Good,nh-white,0,1,4,.75,16.719393,1.4303294,-.75
611,Very Good,nh-white,1,0,3,.75,16.935022,4.9721684,-.75
612,Excellent,hispanic,0,1,4,-1.5,22.608047,2.9430022,1.5
612,Very Good,nh-white,1,0,5,-1.25,22.496286,2.4421508,1.25
614,Good,nh-white,1,1,3,-.75,18.622498,.030221112,.75
614,Good,nh-white,1,1,3,-1.75,17.889311,3.5926378,1.75
615,Good,nh-white,1,1,3,-1.5,18.599812,1.658265,1.5
615,Good,nh-white,1,1,3,.25,17.494959,6.778461,-.25
616,Very Good,nh-white,1,1,3,-1.75,22.677076,3.7355883,1.75
616,Good,nh-white,1,1,4,-2,17.765303,4.8332963,2
618,Very Good,nh-white,1,0,3,-1,19.428284,2.8292112,1
618,Good,nh-white,0,1,4,-1.25,15.283265,1.7850806,1.25
621,Very Good,nh-white,1,1,4,-1.5,19.232048,4.1086273,1.5
621,Very Good,nh-mixed,1,1,4,-1.5,20.459822,3.0555007,1.5
622,Good,hispanic,1,1,4,-1.75,17.801416,4.9095688,1.75
622,Very Good,nh-white,1,1,3,-.75,21.906509,3.8497608,.75
623,Good,nh-white,0,0,5,-.75,17.519581,3.6798966,.75
623,Excellent,nh-white,0,0,3,-1.75,23.210451,5.6521688,1.75
624,Good,nh-white,1,1,3,-.25,16.762627,2.4116664,.25
624,Good,nh-black,1,1,3,0,16.985346,2.2619538,0
625,Good,nh-white,0,0,4,-1.25,16.235847,.75810814,1.25
625,Very Good,nh-white,0,0,3,-1,21.497763,4.3119011,1
626,Very Good,nh-white,1,1,2,-1.75,19.208324,4.103322,1.75
626,Fair,nh-white,1,1,4,-1,15.647252,2.7526205,1
627,Good,nh-white,1,1,2,-1.5,17.065331,1.7846991,1.5
627,Fair,nh-white,1,1,3,-1.5,16.01413,2.2703686,1.5
628,Good,nh-white,0,0,5,-1.5,15.887921,2.4597104,1.5
628,Excellent,nh-white,0,0,3,-1,23.12484,7.1354632,1
629,Good,nh-white,0,0,4,-2,16.625111,.55112028,2
629,Very Good,nh-white,0,0,3,-2,20.959351,7.5024576,2
630,Excellent,nh-white,1,1,5,-.5,23.800642,4.1346531,.5
630,Excellent,nh-white,1,1,5,.25,23.601336,5.9129968,-.25
631,Fair,nh-white,0,0,4,-1.5,16.980051,.14090043,1.5
631,Very Good,nh-white,0,0,2,.25,22.389763,6.2516656,-.25
633,Good,nh-white,1,1,3,-1.75,16.988411,3.7927246,1.75
633,Good,nh-white,1,1,3,-1.5,17.905666,4.229651,1.5
636,Excellent,nh-white,1,1,4,-2,22.865479,4.576726,2
636,Very Good,nh-white,1,1,5,-1.75,19.379025,3.9574838,1.75
637,Good,nh-white,1,1,4,-1,18.903351,3.2865992,1
637,Very Good,nh-white,1,1,3,-1.5,19.77412,1.7500386,1.5
638,Very Good,nh-white,0,0,4,-2,22.147774,4.9962955,2
638,Very Good,nh-mixed,0,0,4,-2,20.537231,5.0655203,2
639,Very Good,nh-white,1,1,5,-1.5,21.728552,4.7644396,1.5
639,Excellent,nh-white,1,1,4,-1.75,23.393959,4.3043871,1.75
641,Very Good,nh-white,0,0,5,-1.75,21.827578,5.4220047,1.75
641,Excellent,nh-white,0,0,4,-1.75,24.176466,7.1311774,1.75
642,Fair,nh-white,1,1,4,-.75,13.618769,.84821671,.75
642,Very Good,nh-white,1,1,2,-1,20.765505,5.2273192,1
643,Good,nh-white,0,0,4,-.25,17.628935,2.7196693,.25
643,Very Good,nh-white,0,0,3,-1.25,20.629143,3.0836852,1.25
644,Excellent,nh-white,1,1,4,-1.5,24.414267,3.3960652,1.5
644,Very Good,nh-white,1,1,5,-1.75,19.319746,4.3055949,1.75
645,Good,nh-black,0,0,3,-1,18.855701,2.4671865,1
645,Good,nh-white,0,0,3,-.5,15.853758,4.8783412,.5
646,Fair,nh-white,1,0,2,0,13.897413,2.674583,0
646,Fair,nh-white,0,1,2,0,14.200685,3.1048186,0
647,Very Good,nh-white,0,0,4,-1.25,20.369236,3.5148222,1.25
647,Very Good,nh-white,0,0,4,-1.5,18.824831,2.1874244,1.5
648,Poor,hispanic,1,1,5,-1.25,10.398973,1.372103,1.25
648,Excellent,nh-black,1,1,1,-1.75,24.688662,2.8767695,1.75
649,Very Good,nh-white,0,1,4,0,20.556786,3.5830507,0
649,Very Good,nh-white,1,0,4,-.75,19.634512,3.7246103,.75
651,Fair,nh-white,1,1,2,-.75,12.423514,2.1909311,.75
651,Fair,nh-white,1,1,2,-.75,16.028332,4.3560438,.75
652,Excellent,nh-white,1,1,4,-2,21.297497,6.2937121,2
652,Very Good,nh-white,1,1,5,-1.5,19.555786,2.4870043,1.5
653,Fair,nh-white,1,0,3,.5,14.336793,1.7479942,-.5
653,Good,nh-white,0,1,2,-1.25,17.393368,1.2854009,1.25
654,Very Good,nh-white,1,1,4,-1.5,19.065071,2.3039281,1.5
654,Very Good,nh-white,1,1,4,-.25,18.908751,3.6431592,.25
656,Good,nh-white,1,1,4,-1.25,18.753771,3.5331914,1.25
656,Very Good,nh-white,1,1,3,-.75,19.522917,.63047814,.75
657,Good,nh-white,1,1,4,0,17.179556,3.4739809,0
657,Very Good,nh-white,1,1,3,-.5,18.772562,5.7640767,.5
658,Very Good,nh-black,1,1,3,1,18.3015,3.9864774,-1
658,Good,nh-white,1,1,4,.25,18.629478,4.6518669,-.25
660,Good,nh-white,1,1,3,-2,15.405637,1.7605942,2
660,Good,nh-white,1,1,3,-2,18.054771,4.1590996,2
661,Fair,nh-white,1,0,4,-2,13.818917,1.9872513,2
661,Very Good,nh-white,0,1,2,-1.5,23.168514,3.7125468,1.5
662,Excellent,nh-white,0,0,4,-2,22.440323,4.0416274,2
662,Very Good,nh-white,0,0,5,-1.75,22.745541,3.871525,1.75
663,Fair,nh-white,1,1,3,.25,16.916885,-2.3055654,-.25
663,Good,nh-white,1,1,2,-.5,17.632996,5.3003802,.5
664,Good,nh-white,1,0,3,-.5,17.172125,3.9832659,.5
664,Good,nh-white,0,1,3,.25,19.418427,2.9900546,-.25
666,Excellent,nh-white,1,1,4,-1.5,24.998068,1.9759221,1.5
666,Very Good,nh-white,1,1,5,-1.5,21.22204,4.2153878,1.5
667,Good,nh-white,1,0,4,-.5,16.741585,5.6940236,.5
667,Very Good,nh-white,0,1,3,.25,20.982624,7.8032646,-.25
670,Very Good,nh-white,1,1,4,-.75,18.783457,1.2159939,.75
670,Very Good,nh-white,1,1,4,-1.5,20.756395,3.7791026,1.5
672,Very Good,nh-white,1,0,5,-.75,19.081469,3.1301537,.75
672,Excellent,nh-white,0,1,4,-1.25,20.541368,3.3618336,1.25
673,Very Good,nh-black,1,0,4,-1,19.55335,5.2348533,1
673,Very Good,nh-black,0,1,4,-2,17.86389,4.8903151,2
674,Excellent,nh-white,0,0,4,-.75,21.293171,6.7494373,.75
674,Very Good,nh-white,0,0,5,-1.75,24.184536,4.3090558,1.75
676,Good,nh-other,0,0,3,-1.5,17.04813,4.2721362,1.5
676,Good,nh-white,0,0,3,-.25,21.17396,3.6322644,.25
677,Excellent,nh-white,0,0,4,-.75,24.996149,5.8425336,.75
677,Very Good,nh-white,0,0,5,-1.75,18.49205,5.566206,1.75
678,Good,nh-white,1,1,3,-1,18.861076,.58355904,1
678,Good,nh-white,1,1,3,-1.25,16.31601,2.6599977,1.25
679,Very Good,nh-white,1,1,3,-1.25,22.306562,5.9373055,1.25
679,Good,nh-white,1,1,4,-1.25,18.260902,1.4673958,1.25
680,Good,nh-white,1,1,4,-1.75,18.336229,5.1420021,1.75
680,Very Good,nh-white,1,1,3,-1.75,19.800379,3.099525,1.75
681,Fair,nh-white,1,0,3,-1.5,15.905046,2.6941378,1.5
681,Good,nh-white,0,1,2,-1.25,19.84646,2.2034705,1.25
684,Fair,nh-white,1,0,2,-1.5,14.648389,3.3736246,1.5
684,Fair,nh-white,0,1,2,-.75,16.216232,2.787163,.75
687,Very Good,nh-white,1,1,3,-1,22.469479,5.0977116,1
687,Good,nh-white,1,1,4,-.75,17.285509,1.0844328,.75
688,Very Good,hispanic,1,0,4,-1.75,20.470003,3.4545696,1.75
688,Very Good,nh-black,0,1,4,-1.75,17.819944,4.2523017,1.75
690,Excellent,nh-white,0,0,4,-1.75,22.798439,4.6691437,1.75
690,Very Good,nh-white,0,0,5,-2,20.197195,4.6922975,2
692,Very Good,nh-white,1,1,3,-.5,20.795275,3.5357208,.5
692,Good,nh-white,1,1,4,0,17.546234,2.6720126,0
693,Very Good,nh-white,0,0,4,-1.75,21.680834,3.9189975,1.75
693,Very Good,nh-white,0,0,4,-1.75,20.88084,2.9142466,1.75
694,Fair,nh-other,1,0,3,-.5,14.352402,.23006065,.5
694,Good,nh-black,0,1,2,-.25,16.510359,3.3295488,.25
696,Fair,nh-white,1,1,3,-1,14.582999,2.673094,1
696,Good,nh-other,1,1,2,.75,15.672422,2.059859,-.75
697,Very Good,nh-white,1,1,5,0,21.67837,3.5726881,0
697,Excellent,nh-white,1,1,4,-.5,21.06341,3.4304779,.5
698,Very Good,nh-white,0,0,5,-1.75,19.915131,6.2450905,1.75
698,Excellent,nh-white,0,0,4,-.75,25.130262,5.8438902,.75
700,Very Good,nh-white,1,1,4,-.75,18.841448,6.0172167,.75
700,Very Good,nh-white,1,1,4,-.5,19.405451,2.0466435,.5
701,Good,nh-black,1,0,4,-1.5,14.469168,2.0547621,1.5
701,Very Good,nh-black,0,1,3,-1.25,19.688478,5.4890566,1.25
702,Very Good,nh-white,0,0,5,-1.25,19.700239,4.4811363,1.25
702,Excellent,nh-white,0,0,4,-1,22.881941,6.3487539,1
703,Excellent,nh-white,0,0,5,-.5,23.16342,3.8404198,.5
703,Excellent,nh-white,0,0,5,-1,22.047897,3.0703695,1
704,Very Good,nh-white,1,1,2,-2,19.334515,3.53982,2
704,Fair,nh-black,1,1,4,0,13.594485,2.0202301,0
707,Excellent,nh-white,1,1,4,-.75,21.676241,5.1316476,.75
707,Very Good,nh-white,1,1,5,-1.75,19.330519,2.5045223,1.75
708,Very Good,nh-white,1,1,5,-1.75,18.574318,3.6842396,1.75
708,Excellent,nh-white,1,1,4,-.5,21.875357,5.370801,.5
709,Good,nh-white,1,1,2,-1.75,16.904657,3.6988814,1.75
709,Fair,nh-white,1,1,3,-.75,14.067437,2.0880907,.75
710,Good,hispanic,0,1,2,-.5,15.449769,3.7456872,.5
710,Fair,hispanic,1,0,3,0,14.07063,2.7280238,0
712,Good,nh-white,1,1,2,-1.75,17.473598,1.4423926,1.75
712,Fair,nh-white,1,1,3,-.5,17.207346,3.4960377,.5
713,Excellent,nh-white,1,1,3,-1.75,23.638323,5.808898,1.75
713,Good,nh-white,1,1,5,-1.75,18.479534,3.5436225,1.75
714,Very Good,nh-white,1,1,4,-1.5,18.817968,4.3796444,1.5
714,Very Good,nh-white,1,1,4,-2,20.669727,5.1348133,2
717,Good,nh-white,0,0,4,-1.75,14.139614,5.8353815,1.75
717,Very Good,nh-white,0,0,3,-1.5,18.451187,4.519834,1.5
719,Good,nh-white,0,1,3,-.25,18.981855,2.334439,.25
719,Good,nh-white,1,0,3,-.75,17.872377,2.8358073,.75
720,Very Good,nh-white,0,0,3,-1,17.764011,2.7417126,1
720,Good,nh-white,0,0,4,-1.5,16.828999,3.6004856,1.5
722,Excellent,nh-white,1,1,3,-1,23.398884,4.9430428,1
722,Good,nh-white,1,1,5,-1,15.064211,2.7153518,1
724,Fair,nh-white,1,0,2,-.5,17.087105,.83316106,.5
724,Fair,nh-white,0,1,2,.5,15.620367,2.2759213,-.5
725,Very Good,nh-white,1,0,1,.25,23.438026,5.7094064,-.25
725,Poor,hispanic,0,1,4,0,13.283802,2.1846633,0
726,Very Good,nh-white,1,1,4,-1.5,19.873138,4.0857344,1.5
726,Very Good,nh-white,1,1,4,0,20.236734,5.5933933,0
727,Very Good,nh-white,1,1,4,-1.75,22.231932,4.8782196,1.75
727,Very Good,nh-white,1,1,4,-1,17.486059,5.0515804,1
728,Very Good,nh-white,1,1,4,-1.5,19.509754,4.9789042,1.5
728,Very Good,nh-white,1,1,4,-1.25,18.220251,.07625442,1.25
730,Good,nh-white,1,0,3,-.5,19.172354,5.4014206,.5
730,Good,nh-white,0,1,3,-1.5,16.318665,3.3223522,1.5
732,Very Good,nh-white,1,0,3,-1.25,20.949631,4.7772961,1.25
732,Good,nh-white,0,1,4,-1,15.321761,2.5397742,1
733,Very Good,nh-white,0,0,5,-2,19.639364,4.4471478,2
733,Excellent,nh-white,0,0,4,-.5,21.719248,7.0588846,.5
734,Very Good,nh-black,1,0,4,-.75,20.927822,3.6793208,.75
734,Very Good,nh-white,0,1,4,.5,21.065855,1.7310611,-.5
735,Very Good,nh-white,1,1,4,-1.5,20.798096,5.0069966,1.5
735,Very Good,nh-white,1,1,4,-1.75,20.950296,6.5997953,1.75
736,Very Good,nh-white,1,0,5,-1,22.029387,3.2044296,1
736,Excellent,nh-white,0,1,4,0,23.215845,4.7330499,0
